,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
110,메르시바디연구소 합정점,서울 마포구 월드컵로1길 14 마포한강푸르지오 교보문고 지하2층,0507-1347-0923,,,평일 10:00 - 21:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190820_113%2F1566274168471ssSdH_JPEG%2FATw1KXvszGD-Dcoba3JctdIy.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190820_142%2F1566274173657ledWr_JPEG%2FEdg4HzoiyFZ7CEG-TmkTUBzO.jpeg.jpg"""
111,필라테스원,서울 마포구 양화로 68 4층,0507-1403-8933,무선 인터넷,PILATES ONE은 미국 피크필라테스의 공식 에듀케이션 센터입니다. 클래식 필라테스를 바탕으로한 체계적이고 효과적인 티칭을 가르치며 교육 자격 취득 시 전세계 35개국 이상의 국가에서 인정하는 세계적인 Pilates Instructor를 키워냅니다. 피크필라테스사의 최신 시설과 함께 필라테스의 강사의 꿈을 지원합니다.,매일 10:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190122_191%2F1548162089568sokqU_PNG%2FR0LVb95DQggKZa5wosCsH0dQ.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190122_208%2F1548162055669mjtwG_JPEG%2FUrEjAPmUvcJFX6f3HqPISiSF.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190122_98%2F15481620893458aQKO_JPEG%2FyBvEoOPY_QIgnicjvO48q1Df.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190122_222%2F15481620556352nC2C_JPEG%2FD4FKNBFyThwqtGGh6ps5wnFl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190122_289%2F15481620556142gRta_JPEG%2FsRhLHjnR4ZspfesM48IMe6ha.jpg"""
112,바비필라테스,서울 마포구 서강로3길 5 4층,0507-1316-0798,"주차, 예약, 무선 인터넷, 국민지원금",,일요일 09:00 - 14:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_39%2F1546235705058wBcTn_JPEG%2F4ljJJMe0xbg13sMZvlYJG6Vu.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_71%2F1546235710432CBCmi_JPEG%2FvulDDrJjuS0gXsfOguXq7BNy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190526_150%2F1558830755802Gym53_JPEG%2FY1TZulf5WwAah69SvhBvlazJ.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190108_37%2F1546932769181wv7wf_JPEG%2F9pcDOvSqWACtn3tjmO37bCO0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_78%2F1546235717679NxvUM_JPEG%2FkRiGSZpP6tXnoZRX48m9Icpw.jpg"""
113,자필라필라테스스튜디오,서울 마포구 대흥로24길 24 B4층 204호,0507-1368-9855,"예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210427_94%2F1619508181890E4zTE_JPEG%2FHpSfAtbfwCyyySdshKuKKsZ4.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_116%2F1620886388220xNoct_JPEG%2FheM5ntzEOfR4XpskjpJ-UIt7.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_87%2F1620885974111ttEsw_JPEG%2F_PcThFSiOSgRmd677lNCNEu-.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_161%2F1620885974592KsfIN_JPEG%2FMMsw6TONLvOn7MxoOouELjfA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_25%2F1620885975210rgvGl_JPEG%2Fn-tZHN6EjJtx1rya5ufNDxu7.jpg"""
114,밸런스라인필라테스,서울 마포구 양화로 156 제14층 제1410호,0507-1382-0145,"주차, 예약, 무선 인터넷, 국민지원금",,일요일 휴무 10월~11월까지 교육강사출강으로 주말휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210917_56%2F1631848456351Mh5UH_JPEG%2F5h98kidWc0uvR8aG3gE7EwCK.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210711_133%2F1626002728574YDflm_JPEG%2FnDmlVZV94VLanJb2i_-oezg0.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210917_279%2F1631848462809WkHCy_JPEG%2FYaTv4p1tLZJ9BSM0sBE2VitF.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210711_191%2F1626002741375v0IhB_JPEG%2F4jJmRCnGlWSlBnE38OhBRkm-.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210713_269%2F1626165775332N3FWn_JPEG%2F4PI6YET2z_BsJUK1SOm3Jw2G.jpeg.jpg"""
115,타임투필라테스 합정점,"서울 마포구 양화로7길 30 , 태정빌딩 1층",02-6032-6075,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,공휴일 휴무 법정공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_209%2F1441059205329dGj7Y_JPEG%2FSUBMIT_1429078344839_36305025.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_138%2F14410592055191IRqG_JPEG%2FSUBMIT_1429078343229_36305025.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_145%2F1441059205700TKhCK_JPEG%2FSUBMIT_1429078340147_36305025.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_31%2F1441059205902gmLeV_JPEG%2FSUBMIT_1429078346386_36305025.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200513_65%2F1589363134549nsHyx_JPEG%2FZFaUkZP9iXyGQoKRvTYSQ_LE.jpg"""
116,이삭필라테스,서울 마포구 양화로18안길 12 위드커피건물 501호 이삭필라테스,0507-1351-7360,"예약, 무선 인터넷",,주말 08:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_208%2F1586858668011jIymM_JPEG%2FY2KL9iwzN-sC3InjEigkWcNB.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_297%2F15868586680122zPgU_JPEG%2FlykAHW7UPeIVhnfwNkZb_jDR.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_278%2F1586858668120Isnzx_JPEG%2FntFEoHxJnvNkv6fW_WseqSXs.jpg"""
117,파스텔발란스 필라테스,서울 마포구 삼개로 38,0507-1328-7732,"방문접수/출장, 예약",,평일 09:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190415_196%2F1555320841496NrHeW_JPEG%2FPOLCi5F7UwDDhF6jIDtcUKWx.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190415_268%2F1555320847718M9ura_JPEG%2F2YPhQwVH7PJqa7fmoYQncmPb.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190415_168%2F1555320847812p4sR0_JPEG%2FTnzfZ8Klo_3pS8GFuDEIQAZv.jpg"""
118,머슬케어필라테스 공덕본점,서울 마포구 마포대로10길 12,,,,,
119,C206 필라디움,서울 마포구 양화로11길 46 지층,010-7442-3206,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이",,주말 09:00 - 15:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_137%2F162322674335624z2I_JPEG%2FKMhUHy9f8C-CygzCJkVvsDd6.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_215%2F1623226706337Fg2S2_JPEG%2FTDoG4vrmcGx_4aAjfwI1G0Th.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_46%2F1623226706199yrJnb_JPEG%2FRqNxoXNqps9LioH7LVM3jA66.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_11%2F1623226706623FbvOy_JPEG%2FEDyvp2WfPblo7EotwvXiqj4B.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_75%2F1623226706639dnH9W_JPEG%2F6o7s7UYQi2c0itwcED3WR-Xf.jpg"""
120,마포요가기구필라테스,서울 마포구 독막로 237 2층,0507-1435-1162,국민지원금,,월요일 07:00 - 22:00 공휴일만휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201119_254%2F1605784699257GX7l1_JPEG%2FbV2EaxM9R8KZXFmCg2QFSyYv.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201119_161%2F1605784717880HE7zn_JPEG%2Fg2YM0IL1XNxza5IZBjJRkNoz.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201119_164%2F1605784741243CfGyx_JPEG%2FiU2VIqkP2pV1onVgbhZnFQh4.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201119_64%2F1605784758609JoSw3_JPEG%2F2Zvrn6Qom4rlXNhWb12NImH-.jpeg.jpg"""
121,수정 필라테스,서울 마포구 토정로18길 11,0507-1304-1805,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,일요일 휴무 공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_262%2F1521717593859eYK1o_PNG%2FVApOInaiQfYLq6YyHrS52g1U.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_110%2F1521717648716sITR6_JPEG%2FBJtUPkx9rDNm7LYvQoGnXkU4.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_227%2F1521717656329opHGA_JPEG%2FTDQivyGysQas1PhbaYSBGyWA.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200411_165%2F1586570120454Gs2Q2_JPEG%2FAtOfilFiMc_HrnPXdhKDDEXx.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200411_82%2F1586570606487RcgUc_JPEG%2FL647fG3DJ0VtlcmZWcABo0bD.jpeg.jpg"""
122,유니드필라테스,서울 마포구 광성로4길 8 1층,02-712-9809,"주차, 무선 인터넷, 제로페이, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190831_212%2F15672603145976rcW0_JPEG%2FGf86RlDw52aEAzk2aBZJmxtr.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190831_51%2F1567261446203TM6PH_JPEG%2Fz1Myz9ujfZWJDKRvF24NPFwH.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200323_97%2F1584933564846let25_JPEG%2F5jxUgI6Wt8OOjYag4kkremci.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200323_142%2F1584933599628j8kk7_JPEG%2F9_PIb_G1pE1DF5N_mf95ymOI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200323_282%2F1584933642016gYjtY_JPEG%2FVdqFDC89LfzYm18ngwK5pWyH.jpg"""
123,필라테스스튜디오9,서울 마포구 와우산로11길 9-3 301호,010-4788-0196,"예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,평일 10:00 - 20:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180807_23%2F1533652416665pOdV3_JPEG%2Fbrxrvz275zmAFL-FxcO9i2K9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180807_83%2F1533652438876lxnwh_JPEG%2FbzVO1c8_gx867oRRjIxbxHPZ.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180807_216%2F1533652731763OlcrW_JPEG%2F9cbNDBhbhenGZU_SHDgbcehi.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180807_125%2F1533652756535OT1oJ_JPEG%2Fy77282MxuZimgwj8cmoBh8DM.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180807_85%2F153365276803549sFb_JPEG%2FKhg2Nhc1T0YAtReuqQJkCZww.jpg"""
124,파인필라테스,서울 마포구 마포대로11길 7-18 3층,0507-1420-8567,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금","안녕하세요^^공덕 최고의 프리미엄 필라테스 스튜디오파인 필라테스 입니다.저희는 프라이빗하게 1:1, 1:2, 1:3 레슨으로만 진행하며, 회원님 한 분 한 분께 온 정성을 다하고자 노력하고 있습니다.또한 청담동 프리미엄 스튜디오에서 사용하는최고급 명품 기구 '발란스드 바디'를 완비하고 있는 공덕 유일한 프리미엄 스튜디오입니다.코로나로 인해 더욱 중요해진 건강관리와 회원님의 몸에 100% 집중하는 맞춤형 티칭을 제공합니다.",매일 09:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210830_155%2F1630334913180qMgp0_JPEG%2FqdvoA9L4Pnh4Xvgnx5YtU5Ma.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210830_142%2F1630334927032n0qWf_JPEG%2FEp7INPqi9Yy87VxWC1hIgocP.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210903_179%2F1630660800343OasXM_JPEG%2FEfcpRCW9dasbS4w2QmS5N1Yx.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210903_14%2F1630660794797yaNpF_JPEG%2FFHC-1LJAxvzwxYT403yyVHOc.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210830_90%2F16303349455496MYc5_JPEG%2FVD2migjNfF86nZ8fq-fIiERC.jpg"""
125,영필라테스,서울 마포구 백범로 205 펜트라우스 101동 상가 B228호,0507-1306-9675,"주차, 예약, 무선 인터넷, 반려동물 동반, 국민지원금",,주말 08:00 - 23:00 예약제 운영,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190215_224%2F1550170619689dKSVV_JPEG%2FHbiKZv8GGXr-2RlCaF0DNBwm.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190215_167%2F1550170628555pnkNm_JPEG%2FBwiJSwgNHuViazJJfPt4JwVB.jpeg.jpg"""
126,재이필라테스,서울 마포구 양화로 156 20층 2010호,0507-1338-0867,"주차, 무선 인터넷, 국민지원금",,주말 10:00 - 12:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210116_84%2F1610778744702pOrft_JPEG%2FFgVDcDIOreDZcxyohdGALi5t.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210116_111%2F1610778745045km2OV_JPEG%2FJBObtoLiDOO70YGwnpL-V9JI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210125_34%2F1611546582839OGUml_JPEG%2FGT_JB0Muiq3txzCHt4Q7-ElJ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_237%2F1629267341546vtm7R_JPEG%2FdR_RVSXB5OaaB4HXV-RnjFJg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210125_141%2F1611546616411iIGrK_JPEG%2FDNh0OaTYaN883aFZHBse1LRi.jpg"""
127,뉴얼라인필라테스 마포점,서울 마포구 토정로31길 55-10 101호 뉴얼라인필라테스,02-711-8244,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,평일 07:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181012_167%2F1539335755079xry2L_JPEG%2FGqBzkx-mDSMtvAGgJwl50WQm.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190422_258%2F1555911808295eG9Sc_JPEG%2FywqETyiyZ63tnoaFCAXeMhHe.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190422_257%2F1555911817235LDIBc_JPEG%2F4aI7x2n2wuD_08ns_Ho7B666.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190422_41%2F1555911903212A99OC_JPEG%2FXn1gncXH06f57_DLnMJBEqca.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190422_158%2F1555911922248gdHsT_JPEG%2FtSNKfhZZdPnRhQK4BguvOPKD.jpg"""
128,필라테스아이,서울 마포구 월드컵로34길 8 도시엔오피스텔 2층,010-7369-1091,"주차, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",나를 알아가고 움직이고 사랑하는 PILATES_i- STOTT pilates instructor- STOTT pilates 기구 풀세팅- 1:1 Private Lesson- 여성전용 센터,,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_15%2F157539338704341J7g_JPEG%2FUsSif09NDQHU971uI5BP9Iwj.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_58%2F1575393360161UBbDG_JPEG%2FaQ584g9zG4kT1oIpHe1Eq5Ok.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_298%2F1575393368149ezzlM_JPEG%2FCXMkAyQv2o_s6aJ9EkIZdMnN.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_18%2F15753934023029sria_JPEG%2FVaM-ktOQM9L1taVdguNBIBob.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_10%2F1575393375432cj5Re_JPEG%2F7tIi1ximBt3QcKssANP4Wn_S.jpeg.jpg"""
129,필라테스비키니,서울 마포구 양화로7길 6-12 삼이빌딩 2층,02-336-3917,"주차, 예약, 무선 인터넷",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170209_148%2F1486629948530dVLxo_JPEG%2F186159577568447_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170216_113%2F1487239348582AiJlS_JPEG%2F186166593248450_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170216_246%2F1487239348676xxe4K_JPEG%2F186166593248450_2.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170216_245%2F1487239348783Hth9P_JPEG%2F186166593248450_3.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170216_14%2F14872393488706IdYE_JPEG%2F186166593248450_4.jpeg"""
130,온몸필라테스,"서울 마포구 대흥로24길 7 2층, 3층",0507-1493-1505,"예약, 무선 인터넷, 국민지원금",,평일 08:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210724_98%2F1627129065718Aa9w7_JPEG%2FtSiK0IYxN3Qd-BI1pMIauTZ4.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210724_213%2F1627129044007yj0uO_JPEG%2FYG0Edk15vPkYdi2lgxV6mhQI.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210711_6%2F1625986608201tgHca_JPEG%2FvQ5OdwzWpPHEZe8YriSuVXRH.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210711_27%2F1625986619284grjRP_JPEG%2FZyavur7V-_dQYodOXdiMm4MP.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210711_276%2F1625986626230AIJhh_JPEG%2FrU-CoK0TRnuhTUjEQBMr8Cg0.jpeg.jpg"""
